,Acción,Evento,Tiempo,Inicio,Fin,Jugadores,Evento ,Resultado,Acercar,Alejar,Situacion,Duración,Jornada,Local,Visitante,Tipo_de_Accion
996,Sustituciones,,2860,2860,2860,,,,9.0,10.0,,,20,América,Ferro,
997,Sustituciones,,3138,3138,3138,,,,2.0,8.0,,,20,América,Ferro,
998,Sustituciones,,3138,3138,3138,,,,16.0,4.0,,,20,América,Ferro,
999,Sustituciones,,3138,3138,3138,,,,5.0,6.0,,,20,América,Ferro,
1000,Sustituciones,,3138,3138,3138,,,,10.0,9.0,,,20,América,Ferro,
1001,Sustituciones,,3525,3525,3525,,,,8.0,2.0,,,20,América,Ferro,
1002,Sustituciones,,3525,3525,3525,,,,6.0,5.0,,,20,América,Ferro,
1003,Sustituciones,,3525,3525,3525,,,,18.0,10.0,,,20,América,Ferro,
1004,Sustituciones,,3613,3613,3613,,,,2.0,16.0,,,20,América,Ferro,
1005,Sustituciones,,3613,3613,3613,,,,7.0,8.0,,,20,América,Ferro,
1006,Sustituciones,,3613,3613,3613,,,,17.0,6.0,,,20,América,Ferro,
1007,Sustituciones,,3613,3613,3613,,,,5.0,18.0,,,20,América,Ferro,
1008,Sustituciones,,4300,4300,4300,,,,16.0,2.0,,,20,América,Ferro,
1009,Sustituciones,,4300,4300,4300,,,,6.0,7.0,,,20,América,Ferro,
1010,MT Ofensivo,MT OFENSIVO 001,1969,1959,1971,5,,Negativo,,,,,21,Racing,Ferro,Diagonal
1011,MT Ofensivo,MT OFENSIVO 001,1969,1959,1971,7,,Negativo,,,,,21,Racing,Ferro,Diagonal
1012,MT Ofensivo,MT OFENSIVO 002,2006,1996,2008,7,,Negativo,,,,,21,Racing,Ferro,Diagonal
1013,MT Ofensivo,MT OFENSIVO 002,2006,1996,2008,10,,Negativo,,,,,21,Racing,Ferro,Diagonal
1014,MT Ofensivo,MT OFENSIVO 003,2082,2072,2084,5,,Positivo,,,,,21,Racing,Ferro,Corte
1015,MT Ofensivo,MT OFENSIVO 004,2110,2100,2113,17,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1016,MT Ofensivo,MT OFENSIVO 005,2157,2147,2159,8,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1017,MT Ofensivo,MT OFENSIVO 006,2217,2207,2219,8,,Positivo,,,,,21,Racing,Ferro,Paralela
1018,MT Ofensivo,MT OFENSIVO 006,2217,2207,2219,9,,Positivo,,,,,21,Racing,Ferro,Paralela
1019,MT Ofensivo,MT OFENSIVO 007,2219,2209,2221,6,,Positivo,,,,,21,Racing,Ferro,Pivot
1020,MT Ofensivo,MT OFENSIVO 007,2219,2209,2221,9,,Positivo,,,,,21,Racing,Ferro,Pivot
1021,MT Ofensivo,MT OFENSIVO 008,2327,2317,2331,4,,Positivo,,,,,21,Racing,Ferro,Paralela
1022,MT Ofensivo,MT OFENSIVO 008,2327,2317,2331,9,,Positivo,,,,,21,Racing,Ferro,Paralela
1023,MT Ofensivo,MT OFENSIVO 009,2977,2977,2981,4,,Positivo,,,,,21,Racing,Ferro,Paralela
1024,MT Ofensivo,MT OFENSIVO 009,2977,2977,2981,9,,Positivo,,,,,21,Racing,Ferro,Paralela
1025,MT Ofensivo,MT OFENSIVO 010,3049,3049,3051,4,,Positivo,,,,,21,Racing,Ferro,Diagonal
1026,MT Ofensivo,MT OFENSIVO 010,3049,3049,3051,9,,Positivo,,,,,21,Racing,Ferro,Diagonal
1027,MT Ofensivo,MT OFENSIVO 011,3279,3279,3285,5,,Negativo,,,,,21,Racing,Ferro,Paralela
1028,MT Ofensivo,MT OFENSIVO 011,3279,3279,3285,10,,Negativo,,,,,21,Racing,Ferro,Paralela
1029,MT Ofensivo,MT OFENSIVO 012,3308,3308,3315,5,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1030,MT Ofensivo,MT OFENSIVO 012,3308,3308,3315,16,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1031,MT Ofensivo,MT OFENSIVO 013,3543,3543,3547,6,,Positivo,,,,,21,Racing,Ferro,Paralela
1032,MT Ofensivo,MT OFENSIVO 013,3543,3543,3547,9,,Positivo,,,,,21,Racing,Ferro,Paralela
1033,MT Ofensivo,MT OFENSIVO 014,3738,3738,3742,9,,Negativo,,,,,21,Racing,Ferro,Pivot
1034,MT Ofensivo,MT OFENSIVO 015,4923,4923,4926,5,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1035,MT Ofensivo,MT OFENSIVO 015,4923,4923,4926,10,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1036,MT Ofensivo,MT OFENSIVO 016,5022,5022,5026,5,,Positivo,,,,,21,Racing,Ferro,Puerta Atras
1037,MT Ofensivo,MT OFENSIVO 016,5022,5022,5026,7,,Positivo,,,,,21,Racing,Ferro,Puerta Atras
1038,MT Ofensivo,MT OFENSIVO 017,5096,5096,5099,4,,Positivo,,,,,21,Racing,Ferro,Paralela
1039,MT Ofensivo,MT OFENSIVO 017,5096,5096,5099,10,,Positivo,,,,,21,Racing,Ferro,Paralela
1040,MT Ofensivo,MT OFENSIVO 018,5377,5377,5380,6,,Negativo,,,,,21,Racing,Ferro,Paralela
1041,MT Ofensivo,MT OFENSIVO 018,5377,5377,5380,9,,Negativo,,,,,21,Racing,Ferro,Paralela
1042,MT Ofensivo,MT OFENSIVO 019,5428,5428,5431,4,,Negativo,,,,,21,Racing,Ferro,Diagonal
1043,MT Ofensivo,MT OFENSIVO 019,5428,5428,5431,9,,Negativo,,,,,21,Racing,Ferro,Diagonal
1044,MT Ofensivo,MT OFENSIVO 020,5884,5884,5888,4,,Negativo,,,,,21,Racing,Ferro,Paralela
1045,MT Ofensivo,MT OFENSIVO 020,5884,5884,5888,9,,Negativo,,,,,21,Racing,Ferro,Paralela
1046,MT Ofensivo,MT OFENSIVO 021,6009,6009,6013,6,,Positivo,,,,,21,Racing,Ferro,Paralela
1047,MT Ofensivo,MT OFENSIVO 021,6009,6009,6013,9,,Positivo,,,,,21,Racing,Ferro,Paralela
1048,MT Ofensivo,MT OFENSIVO 022,6416,6416,6418,1,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1049,MT Ofensivo,MT OFENSIVO 023,6603,6603,6605,1,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1050,MT Ofensivo,MT OFENSIVO 023,6603,6603,6605,9,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1051,MT Ofensivo,MT OFENSIVO 024,6892,6892,6899,7,,,,,,,21,Racing,Ferro,Paralela
1052,MT Ofensivo,MT OFENSIVO 024,6892,6892,6899,10,,,,,,,21,Racing,Ferro,Paralela
1053,MT Ofensivo,MT OFENSIVO 025,6971,6971,6973,7,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1054,MT Ofensivo,MT OFENSIVO 025,6971,6971,6973,9,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1055,MT Ofensivo,MT OFENSIVO 026,7205,7205,7208,7,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1056,MT Ofensivo,MT OFENSIVO 026,7205,7205,7208,10,,Negativo,,,,,21,Racing,Ferro,Salto Linea
1057,Transición Ofensiva,TRANSICION OFENSIVA 001,2051,2041,2056,5,,,,,1 vs 1,,21,Racing,Ferro,Perdida
1058,Transición Ofensiva,TRANSICION OFENSIVA 002,2594,2584,2607,5,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1059,Transición Ofensiva,TRANSICION OFENSIVA 002,2594,2584,2607,7,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1060,Transición Ofensiva,TRANSICION OFENSIVA 002,2594,2584,2607,10,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1061,Transición Ofensiva,TRANSICION OFENSIVA 002,2594,2584,2607,16,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1062,Transición Ofensiva,TRANSICION OFENSIVA 003,2687,2677,2693,5,,,,,2 vs 1,,21,Racing,Ferro,Perdida
1063,Transición Ofensiva,TRANSICION OFENSIVA 003,2687,2677,2693,10,,,,,2 vs 1,,21,Racing,Ferro,Perdida
1064,Transición Ofensiva,TRANSICION OFENSIVA 004,2833,2823,2836,9,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1065,Transición Ofensiva,TRANSICION OFENSIVA 005,2881,2870,2881,4,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1066,Transición Ofensiva,TRANSICION OFENSIVA 005,2881,2870,2881,6,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1067,Transición Ofensiva,TRANSICION OFENSIVA 006,3339,3339,3346,10,,,,,2 vs 1,,21,Racing,Ferro,Perdida
1068,Transición Ofensiva,TRANSICION OFENSIVA 007,3431,3431,3434,7,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1069,Transición Ofensiva,TRANSICION OFENSIVA 008,3517,3517,3521,7,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1070,Transición Ofensiva,TRANSICION OFENSIVA 008,3517,3517,3521,10,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1071,Transición Ofensiva,TRANSICION OFENSIVA 009,3603,3603,3611,5,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1072,Transición Ofensiva,TRANSICION OFENSIVA 009,3603,3603,3611,9,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1073,Transición Ofensiva,TRANSICION OFENSIVA 009,3603,3603,3611,17,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1074,Transición Ofensiva,TRANSICION OFENSIVA 010,3711,3711,3719,4,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1075,Transición Ofensiva,TRANSICION OFENSIVA 010,3711,3711,3719,9,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1076,Transición Ofensiva,TRANSICION OFENSIVA 010,3711,3711,3719,17,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1077,Transición Ofensiva,TRANSICION OFENSIVA 011,5002,5002,5007,7,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1078,Transición Ofensiva,TRANSICION OFENSIVA 011,5002,5002,5007,10,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1079,Transición Ofensiva,TRANSICION OFENSIVA 012,5044,5044,5047,7,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1080,Transición Ofensiva,TRANSICION OFENSIVA 013,5178,5178,5180,4,,,,,1 vs 1,,21,Racing,Ferro,Pelota Parada
1081,Transición Ofensiva,TRANSICION OFENSIVA 014,5223,5223,5224,4,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1082,Transición Ofensiva,TRANSICION OFENSIVA 015,5466,5466,5472,10,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1083,Transición Ofensiva,TRANSICION OFENSIVA 016,5579,5579,5586,5,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Perdida
1084,Transición Ofensiva,TRANSICION OFENSIVA 016,5579,5579,5586,7,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Perdida
1085,Transición Ofensiva,TRANSICION OFENSIVA 016,5579,5579,5586,10,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Perdida
1086,Transición Ofensiva,TRANSICION OFENSIVA 017,5631,5631,5641,5,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1087,Transición Ofensiva,TRANSICION OFENSIVA 017,5631,5631,5641,16,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1088,Transición Ofensiva,TRANSICION OFENSIVA 018,5920,5920,5926,4,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1089,Transición Ofensiva,TRANSICION OFENSIVA 018,5920,5920,5926,6,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1090,Transición Ofensiva,TRANSICION OFENSIVA 018,5920,5920,5926,8,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1091,Transición Ofensiva,TRANSICION OFENSIVA 019,6292,6292,6297,5,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1092,Transición Ofensiva,TRANSICION OFENSIVA 019,6292,6292,6297,21,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1093,Transición Ofensiva,TRANSICION OFENSIVA 020,6988,6988,6997,5,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1094,Transición Ofensiva,TRANSICION OFENSIVA 020,6988,6988,6997,10,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Perdida
1095,MT Defensivo,MT DEFENSIVO 001,2053,2043,2056,5,,Positivo,,,,,21,Racing,Ferro,Lectura Salto
1096,MT Defensivo,MT DEFENSIVO 002,2246,2236,2252,4,,Positivo,,,,,21,Racing,Ferro,Repliegue
1097,MT Defensivo,MT DEFENSIVO 002,2246,2236,2252,6,,Positivo,,,,,21,Racing,Ferro,Repliegue
1098,MT Defensivo,MT DEFENSIVO 002,2246,2236,2252,8,,Positivo,,,,,21,Racing,Ferro,Repliegue
1099,MT Defensivo,MT DEFENSIVO 002,2246,2236,2252,9,,Positivo,,,,,21,Racing,Ferro,Repliegue
1100,MT Defensivo,MT DEFENSIVO 003,2279,2269,2281,8,,Positivo,,,,,21,Racing,Ferro,Lectura Salto
1101,MT Defensivo,MT DEFENSIVO 004,2682,2672,2687,5,,Positivo,,,,,21,Racing,Ferro,Repliegue
1102,MT Defensivo,MT DEFENSIVO 004,2682,2672,2687,7,,Positivo,,,,,21,Racing,Ferro,Repliegue
1103,MT Defensivo,MT DEFENSIVO 004,2682,2672,2687,10,,Positivo,,,,,21,Racing,Ferro,Repliegue
1104,MT Defensivo,MT DEFENSIVO 004,2682,2672,2687,16,,Positivo,,,,,21,Racing,Ferro,Repliegue
1105,MT Defensivo,MT DEFENSIVO 005,2827,2817,2832,4,,Positivo,,,,,21,Racing,Ferro,Repliegue
1106,MT Defensivo,MT DEFENSIVO 005,2827,2817,2832,6,,Positivo,,,,,21,Racing,Ferro,Repliegue
1107,MT Defensivo,MT DEFENSIVO 005,2827,2817,2832,9,,Positivo,,,,,21,Racing,Ferro,Repliegue
1108,MT Defensivo,MT DEFENSIVO 005,2827,2817,2832,17,,Positivo,,,,,21,Racing,Ferro,Repliegue
1109,MT Defensivo,MT DEFENSIVO 006,2958,2958,2961,6,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1110,MT Defensivo,MT DEFENSIVO 006,2958,2958,2961,8,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1111,MT Defensivo,MT DEFENSIVO 007,3426,3426,3431,5,,Positivo,,,,,21,Racing,Ferro,Repliegue
1112,MT Defensivo,MT DEFENSIVO 007,3426,3426,3431,7,,Positivo,,,,,21,Racing,Ferro,Repliegue
1113,MT Defensivo,MT DEFENSIVO 007,3426,3426,3431,10,,Positivo,,,,,21,Racing,Ferro,Repliegue
1114,MT Defensivo,MT DEFENSIVO 007,3426,3426,3431,16,,Positivo,,,,,21,Racing,Ferro,Repliegue
1115,MT Defensivo,MT DEFENSIVO 008,3660,3660,3662,4,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1116,MT Defensivo,MT DEFENSIVO 008,3660,3660,3662,17,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1117,MT Defensivo,MT DEFENSIVO 009,3796,3796,3804,4,,Positivo,,,,,21,Racing,Ferro,Repliegue
1118,MT Defensivo,MT DEFENSIVO 009,3796,3796,3804,6,,Positivo,,,,,21,Racing,Ferro,Repliegue
1119,MT Defensivo,MT DEFENSIVO 009,3796,3796,3804,9,,Positivo,,,,,21,Racing,Ferro,Repliegue
1120,MT Defensivo,MT DEFENSIVO 009,3796,3796,3804,17,,Positivo,,,,,21,Racing,Ferro,Repliegue
1121,MT Defensivo,MT DEFENSIVO 010,3848,3848,3852,5,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1122,MT Defensivo,MT DEFENSIVO 010,3848,3848,3852,6,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1123,MT Defensivo,MT DEFENSIVO 011,5169,5169,5172,4,,Positivo,,,,,21,Racing,Ferro,Cambio Marca
1124,MT Defensivo,MT DEFENSIVO 011,5169,5169,5172,6,,Positivo,,,,,21,Racing,Ferro,Cambio Marca
1125,MT Defensivo,MT DEFENSIVO 012,5447,5447,5450,7,,Negativo,,,,,21,Racing,Ferro,Doble Marca
1126,MT Defensivo,MT DEFENSIVO 012,5447,5447,5450,16,,Negativo,,,,,21,Racing,Ferro,Doble Marca
1127,MT Defensivo,MT DEFENSIVO 013,5798,5798,5801,5,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1128,MT Defensivo,MT DEFENSIVO 013,5798,5798,5801,7,,Positivo,,,,,21,Racing,Ferro,Doble Marca
1129,MT Defensivo,MT DEFENSIVO 014,6334,6334,6336,7,,Positivo,,,,,21,Racing,Ferro,Lectura Salto
1130,MT Defensivo,MT DEFENSIVO 015,6385,6385,6387,5,,Negativo,,,,,21,Racing,Ferro,Lectura Salto
1131,MT Defensivo,MT DEFENSIVO 016,6569,6569,6575,4,,Positivo,,,,,21,Racing,Ferro,Repliegue
1132,MT Defensivo,MT DEFENSIVO 016,6569,6569,6575,6,,Positivo,,,,,21,Racing,Ferro,Repliegue
1133,MT Defensivo,MT DEFENSIVO 016,6569,6569,6575,8,,Positivo,,,,,21,Racing,Ferro,Repliegue
1134,MT Defensivo,MT DEFENSIVO 016,6569,6569,6575,16,,Positivo,,,,,21,Racing,Ferro,Repliegue
1135,MT Defensivo,MT DEFENSIVO 017,6774,6774,6779,6,,Positivo,,,,,21,Racing,Ferro,Repliegue
1136,MT Defensivo,MT DEFENSIVO 017,6774,6774,6779,8,,Positivo,,,,,21,Racing,Ferro,Repliegue
1137,MT Defensivo,MT DEFENSIVO 017,6774,6774,6779,16,,Positivo,,,,,21,Racing,Ferro,Repliegue
1138,MT Defensivo,MT DEFENSIVO 017,6774,6774,6779,17,,Positivo,,,,,21,Racing,Ferro,Repliegue
1139,MT Defensivo,MT DEFENSIVO 018,6942,6942,6947,6,,Positivo,,,,,21,Racing,Ferro,Repliegue
1140,MT Defensivo,MT DEFENSIVO 018,6942,6942,6947,8,,Positivo,,,,,21,Racing,Ferro,Repliegue
1141,MT Defensivo,MT DEFENSIVO 018,6942,6942,6947,16,,Positivo,,,,,21,Racing,Ferro,Repliegue
1142,MT Defensivo,MT DEFENSIVO 018,6942,6942,6947,17,,Positivo,,,,,21,Racing,Ferro,Repliegue
1143,Transición Defensiva,TRANSICION DEFENSIVA 001,1970,1960,1976,5,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1144,Transición Defensiva,TRANSICION DEFENSIVA 001,1970,1960,1976,7,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1145,Transición Defensiva,TRANSICION DEFENSIVA 001,1970,1960,1976,17,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1146,Transición Defensiva,TRANSICION DEFENSIVA 002,2184,2174,2188,8,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1147,Transición Defensiva,TRANSICION DEFENSIVA 003,2303,2293,2307,6,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1148,Transición Defensiva,TRANSICION DEFENSIVA 004,2485,2475,2489,5,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Pelota Parada
1149,Transición Defensiva,TRANSICION DEFENSIVA 004,2485,2475,2489,10,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Pelota Parada
1150,Transición Defensiva,TRANSICION DEFENSIVA 004,2485,2475,2489,16,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Pelota Parada
1151,Transición Defensiva,TRANSICION DEFENSIVA 005,2694,2684,2698,7,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Pelota Parada
1152,Transición Defensiva,TRANSICION DEFENSIVA 006,2981,2981,2987,4,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Repliegue
1153,Transición Defensiva,TRANSICION DEFENSIVA 006,2981,2981,2987,8,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Repliegue
1154,Transición Defensiva,TRANSICION DEFENSIVA 007,3342,3342,3350,16,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1155,Transición Defensiva,TRANSICION DEFENSIVA 008,3521,3521,3525,5,,,,,2 vs 1,,21,Racing,Ferro,Tiro
1156,Transición Defensiva,TRANSICION DEFENSIVA 008,3521,3521,3525,16,,,,,2 vs 1,,21,Racing,Ferro,Tiro
1157,Transición Defensiva,TRANSICION DEFENSIVA 009,3745,3745,3764,4,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1158,Transición Defensiva,TRANSICION DEFENSIVA 009,3745,3745,3764,6,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1159,Transición Defensiva,TRANSICION DEFENSIVA 009,3745,3745,3764,9,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1160,Transición Defensiva,TRANSICION DEFENSIVA 009,3745,3745,3764,17,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1161,Transición Defensiva,TRANSICION DEFENSIVA 010,4801,4801,4806,7,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1162,Transición Defensiva,TRANSICION DEFENSIVA 010,4801,4801,4806,17,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1163,Transición Defensiva,TRANSICION DEFENSIVA 011,5038,5038,5044,16,,,,,2 vs 1,,21,Racing,Ferro,Recuperacion
1164,Transición Defensiva,TRANSICION DEFENSIVA 012,5209,5209,5216,4,,,,,2 vs 1,Corta (H 3),21,Racing,Ferro,Recuperacion
1165,Transición Defensiva,TRANSICION DEFENSIVA 013,5585,5585,5590,5,,,,,1 vs 1,Corta (H 3),21,Racing,Ferro,Tiro
1166,Transición Defensiva,TRANSICION DEFENSIVA 014,6066,6066,6080,4,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1167,Transición Defensiva,TRANSICION DEFENSIVA 014,6066,6066,6080,9,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1168,Transición Defensiva,TRANSICION DEFENSIVA 014,6066,6066,6080,21,,,,,3 vs 2,Larga (+3),21,Racing,Ferro,Tiro
1169,Transición Defensiva,TRANSICION DEFENSIVA 015,6144,6144,6152,4,,,,,2 vs 1,,21,Racing,Ferro,Recuperacion
1170,Transición Defensiva,TRANSICION DEFENSIVA 015,6144,6144,6152,21,,,,,2 vs 1,,21,Racing,Ferro,Recuperacion
1171,Transición Defensiva,TRANSICION DEFENSIVA 016,6240,6240,6244,5,,,,,1 vs 1,,21,Racing,Ferro,Pelota Parada
1172,Transición Defensiva,TRANSICION DEFENSIVA 017,6337,6337,6341,7,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1173,Transición Defensiva,TRANSICION DEFENSIVA 017,6337,6337,6341,10,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1174,Transición Defensiva,TRANSICION DEFENSIVA 017,6337,6337,6341,16,,,,,3 vs 2,Corta (H 3),21,Racing,Ferro,Tiro
1175,Transición Defensiva,TRANSICION DEFENSIVA 018,6451,6451,6455,7,,,,,1 vs 1,,21,Racing,Ferro,Pelota Parada
1176,Transición Defensiva,TRANSICION DEFENSIVA 019,6814,6814,6819,6,,,,,3 vs 2,,21,Racing,Ferro,Recuperacion
1177,Transición Defensiva,TRANSICION DEFENSIVA 019,6814,6814,6819,8,,,,,3 vs 2,,21,Racing,Ferro,Recuperacion
1178,Sustituciones,Alineación,0,0,0,,,,,,,,21,Racing,Ferro,
1179,MT Ofensivo,MT OFENSIVO 001,123,113,134,1,,Negativo,,,,,25,Jorge Newbery,Ferro,Pivot
1180,MT Ofensivo,MT OFENSIVO 001,123,113,134,4,,Negativo,,,,,25,Jorge Newbery,Ferro,Pivot
1181,MT Ofensivo,MT OFENSIVO 001,123,113,134,7,,Negativo,,,,,25,Jorge Newbery,Ferro,Pivot
1182,MT Ofensivo,MT OFENSIVO 001,123,113,134,17,,Negativo,,,,,25,Jorge Newbery,Ferro,Pivot
1183,MT Ofensivo,MT OFENSIVO 001,123,113,134,19,,Negativo,,,,,25,Jorge Newbery,Ferro,Pivot
1184,MT Ofensivo,MT OFENSIVO 002,166,156,183,1,,Positivo,,,,,25,Jorge Newbery,Ferro,Diagonal
1185,MT Ofensivo,MT OFENSIVO 002,166,156,183,4,,Positivo,,,,,25,Jorge Newbery,Ferro,Diagonal
1186,MT Ofensivo,MT OFENSIVO 002,166,156,183,7,,Positivo,,,,,25,Jorge Newbery,Ferro,Diagonal
1187,MT Ofensivo,MT OFENSIVO 002,166,156,183,17,,Positivo,,,,,25,Jorge Newbery,Ferro,Diagonal
1188,MT Ofensivo,MT OFENSIVO 002,166,156,183,19,,Positivo,,,,,25,Jorge Newbery,Ferro,Diagonal
1189,MT Ofensivo,MT OFENSIVO 003,199,189,210,1,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1190,MT Ofensivo,MT OFENSIVO 003,199,189,210,4,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1191,MT Ofensivo,MT OFENSIVO 003,199,189,210,7,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1192,MT Ofensivo,MT OFENSIVO 003,199,189,210,17,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1193,MT Ofensivo,MT OFENSIVO 003,199,189,210,19,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1194,MT Ofensivo,MT OFENSIVO 004,248,238,257,1,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1195,MT Ofensivo,MT OFENSIVO 004,248,238,257,4,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1196,MT Ofensivo,MT OFENSIVO 004,248,238,257,7,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1197,MT Ofensivo,MT OFENSIVO 004,248,238,257,17,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1198,MT Ofensivo,MT OFENSIVO 004,248,238,257,19,,Negativo,,,,,25,Jorge Newbery,Ferro,Diagonal
1199,MT Ofensivo,MT OFENSIVO 005,297,287,311,1,,Positivo,,,,,25,Jorge Newbery,Ferro,Corte
1200,MT Ofensivo,MT OFENSIVO 005,297,287,311,4,,Positivo,,,,,25,Jorge Newbery,Ferro,Corte
1201,MT Ofensivo,MT OFENSIVO 005,297,287,311,7,,Positivo,,,,,25,Jorge Newbery,Ferro,Corte
1202,MT Ofensivo,MT OFENSIVO 005,297,287,311,17,,Positivo,,,,,25,Jorge Newbery,Ferro,Corte
1203,MT Ofensivo,MT OFENSIVO 005,297,287,311,19,,Positivo,,,,,25,Jorge Newbery,Ferro,Corte
1204,MT Ofensivo,MT OFENSIVO 006,320,310,327,1,,Positivo,,,,,25,Jorge Newbery,Ferro,Pivot
1205,MT Ofensivo,MT OFENSIVO 006,320,310,327,4,,Positivo,,,,,25,Jorge Newbery,Ferro,Pivot
1206,MT Ofensivo,MT OFENSIVO 006,320,310,327,7,,Positivo,,,,,25,Jorge Newbery,Ferro,Pivot
1207,MT Ofensivo,MT OFENSIVO 006,320,310,327,17,,Positivo,,,,,25,Jorge Newbery,Ferro,Pivot
1208,MT Ofensivo,MT OFENSIVO 006,320,310,327,19,,Positivo,,,,,25,Jorge Newbery,Ferro,Pivot
1209,MT Ofensivo,MT OFENSIVO 007,410,400,418,1,,Negativo,,,,,25,Jorge Newbery,Ferro,Pared
