,Acción,Evento,Tiempo,Inicio,Fin,Jugadores,Evento ,Resultado,Acercar,Alejar,Situacion,Duración,Jornada,Local,Visitante,Tipo_de_Accion
483,Transición Defensiva,TRANSICION DEFENSIVA 004,3911,3901,3918,9,Recuperacion,,,,3 vs 2,Corta (H 3),16,Ferro,Boca Jrs,
484,Transición Defensiva,TRANSICION DEFENSIVA 004,3911,3901,3918,14,Recuperacion,,,,3 vs 2,Corta (H 3),16,Ferro,Boca Jrs,
485,Transición Defensiva,TRANSICION DEFENSIVA 005,5333,5323,5345,5,Gol,,,,2 vs 1,Corta (H 3),16,Ferro,Boca Jrs,
486,Transición Defensiva,TRANSICION DEFENSIVA 005,5333,5323,5345,7,Gol,,,,2 vs 1,Corta (H 3),16,Ferro,Boca Jrs,
487,Transición Defensiva,TRANSICION DEFENSIVA 005,5333,5323,5345,9,Gol,,,,2 vs 1,Corta (H 3),16,Ferro,Boca Jrs,
488,Transición Defensiva,TRANSICION DEFENSIVA 005,5333,5323,5345,10,Gol,,,,2 vs 1,Corta (H 3),16,Ferro,Boca Jrs,
489,Transición Defensiva,TRANSICION DEFENSIVA 005,5333,5323,5345,14,Gol,,,,2 vs 1,Corta (H 3),16,Ferro,Boca Jrs,
490,Transición Defensiva,TRANSICION DEFENSIVA 006,5697,5687,5706,1,Recuperacion,,,,3 vs 2,Larga (+3),16,Ferro,Boca Jrs,
491,Transición Defensiva,TRANSICION DEFENSIVA 006,5697,5687,5706,4,Recuperacion,,,,3 vs 2,Larga (+3),16,Ferro,Boca Jrs,
492,Transición Defensiva,TRANSICION DEFENSIVA 006,5697,5687,5706,6,Recuperacion,,,,3 vs 2,Larga (+3),16,Ferro,Boca Jrs,
493,Transición Defensiva,TRANSICION DEFENSIVA 006,5697,5687,5706,10,Recuperacion,,,,3 vs 2,Larga (+3),16,Ferro,Boca Jrs,
494,Transición Defensiva,TRANSICION DEFENSIVA 006,5697,5687,5706,14,Recuperacion,,,,3 vs 2,Larga (+3),16,Ferro,Boca Jrs,
495,Sustituciones,Alineación,0,0,0,,,,,,,,16,Ferro,Boca Jrs,
496,Sustituciones,,329,329,329,,,,9.0,2.0,,,16,Ferro,Boca Jrs,
497,Sustituciones,,329,329,329,,,,6.0,5.0,,,16,Ferro,Boca Jrs,
498,Sustituciones,,329,329,329,,,,8.0,3.0,,,16,Ferro,Boca Jrs,
499,Sustituciones,,611,611,611,,,,14.0,6.0,,,16,Ferro,Boca Jrs,
500,Sustituciones,,611,611,611,,,,5.0,4.0,,,16,Ferro,Boca Jrs,
501,Sustituciones,,616,616,616,,,,10.0,9.0,,,16,Ferro,Boca Jrs,
502,Sustituciones,,666,666,666,,,,16.0,8.0,,,16,Ferro,Boca Jrs,
503,Sustituciones,,717,717,717,,,,7.0,14.0,,,16,Ferro,Boca Jrs,
504,Sustituciones,,953,953,953,,,,6.0,16.0,,,16,Ferro,Boca Jrs,
505,Sustituciones,,953,953,953,,,,8.0,7.0,,,16,Ferro,Boca Jrs,
506,Sustituciones,,953,953,953,,,,14.0,5.0,,,16,Ferro,Boca Jrs,
507,Sustituciones,,1064,1064,1064,,,,17.0,10.0,,,16,Ferro,Boca Jrs,
508,Sustituciones,,1104,1104,1104,,,,19.0,6.0,,,16,Ferro,Boca Jrs,
509,Sustituciones,,1104,1104,1104,,,,15.0,8.0,,,16,Ferro,Boca Jrs,
510,Sustituciones,,1278,1278,1278,,,,9.0,14.0,,,16,Ferro,Boca Jrs,
511,Sustituciones,,1278,1278,1278,,,,8.0,17.0,,,16,Ferro,Boca Jrs,
512,Sustituciones,,1278,1278,1278,,,,6.0,19.0,,,16,Ferro,Boca Jrs,
513,Sustituciones,,1278,1278,1278,,,,4.0,15.0,,,16,Ferro,Boca Jrs,
514,Sustituciones,,1548,1548,1548,,,,5.0,8.0,,,16,Ferro,Boca Jrs,
515,Sustituciones,,1548,1548,1548,,,,10.0,9.0,,,16,Ferro,Boca Jrs,
516,Sustituciones,,1548,1548,1548,,,,7.0,6.0,,,16,Ferro,Boca Jrs,
517,Sustituciones,,1548,1548,1548,,,,16.0,4.0,,,16,Ferro,Boca Jrs,
518,Sustituciones,,1814,1814,1814,,,,14.0,5.0,,,16,Ferro,Boca Jrs,
519,Sustituciones,,1814,1814,1814,,,,8.0,10.0,,,16,Ferro,Boca Jrs,
520,Sustituciones,,1814,1814,1814,,,,9.0,7.0,,,16,Ferro,Boca Jrs,
521,Sustituciones,,1814,1814,1814,,,,5.0,16.0,,,16,Ferro,Boca Jrs,
522,Sustituciones,,1889,1889,1889,,,,15.0,5.0,,,16,Ferro,Boca Jrs,
523,Sustituciones,,2092,2092,2092,,,,7.0,8.0,,,16,Ferro,Boca Jrs,
524,Sustituciones,,2122,2122,2122,,,,10.0,9.0,,,16,Ferro,Boca Jrs,
525,Sustituciones,,2180,2180,2180,,,,5.0,14.0,,,16,Ferro,Boca Jrs,
526,Sustituciones,,2368,2368,2368,,,,14.0,15.0,,,16,Ferro,Boca Jrs,
527,Sustituciones,,2416,2416,2416,,,,16.0,14.0,,,16,Ferro,Boca Jrs,
528,Sustituciones,,2416,2416,2416,,,,8.0,7.0,,,16,Ferro,Boca Jrs,
529,Sustituciones,,2431,2431,2431,,,,7.0,8.0,,,16,Ferro,Boca Jrs,
530,Sustituciones,,2587,2587,2587,,,,14.0,16.0,,,16,Ferro,Boca Jrs,
531,Sustituciones,,2587,2587,2587,,,,15.0,5.0,,,16,Ferro,Boca Jrs,
532,Sustituciones,,2611,2611,2611,,,,8.0,7.0,,,16,Ferro,Boca Jrs,
533,Sustituciones,,2690,2690,2690,,,,7.0,8.0,,,16,Ferro,Boca Jrs,
534,Sustituciones,,2718,2718,2718,,,,9.0,10.0,,,16,Ferro,Boca Jrs,
535,Sustituciones,,3282,3282,3282,,,,4.0,9.0,,,16,Ferro,Boca Jrs,
536,Sustituciones,,3282,3282,3282,,,,9.0,14.0,,,16,Ferro,Boca Jrs,
537,Sustituciones,,3513,3513,3513,,,,5.0,15.0,,,16,Ferro,Boca Jrs,
538,Sustituciones,,3513,3513,3513,,,,10.0,7.0,,,16,Ferro,Boca Jrs,
539,Sustituciones,,3513,3513,3513,,,,14.0,4.0,,,16,Ferro,Boca Jrs,
540,Sustituciones,,3513,3513,3513,,,,6.0,9.0,,,16,Ferro,Boca Jrs,
541,Sustituciones,,3834,3834,3834,,,,9.0,10.0,,,16,Ferro,Boca Jrs,
542,Sustituciones,,3849,3849,3849,,,,7.0,6.0,,,16,Ferro,Boca Jrs,
543,Sustituciones,,4057,4057,4057,,,,4.0,9.0,,,16,Ferro,Boca Jrs,
544,Sustituciones,,4218,4218,4218,,,,6.0,7.0,,,16,Ferro,Boca Jrs,
545,Sustituciones,,4218,4218,4218,,,,10.0,4.0,,,16,Ferro,Boca Jrs,
546,Sustituciones,,4518,4518,4518,,,,7.0,5.0,,,16,Ferro,Boca Jrs,
547,Sustituciones,,4518,4518,4518,,,,4.0,14.0,,,16,Ferro,Boca Jrs,
548,Sustituciones,,4518,4518,4518,,,,16.0,6.0,,,16,Ferro,Boca Jrs,
549,Sustituciones,,4676,4676,4676,,,,5.0,7.0,,,16,Ferro,Boca Jrs,
550,Sustituciones,,4747,4747,4747,,,,14.0,16.0,,,16,Ferro,Boca Jrs,
551,Sustituciones,,4937,4937,4937,,,,9.0,4.0,,,16,Ferro,Boca Jrs,
552,Sustituciones,,5174,5174,5174,,,,7.0,1.0,,,16,Ferro,Boca Jrs,
553,Sustituciones,,5609,5609,5609,,,,22.0,7.0,,,16,Ferro,Boca Jrs,
554,Sustituciones,,5634,5634,5634,,,,6.0,9.0,,,16,Ferro,Boca Jrs,
555,Sustituciones,,5675,5675,5675,,,,4.0,5.0,,,16,Ferro,Boca Jrs,
556,Sustituciones,,5680,5680,5680,,,,1.0,22.0,,,16,Ferro,Boca Jrs,
557,MT Ofensivo,MT OFENSIVO 001,18,8,26,1,,Negativo,,,,,20,América,Ferro,Salto Linea
558,MT Ofensivo,MT OFENSIVO 001,18,8,26,4,,Negativo,,,,,20,América,Ferro,Salto Linea
559,MT Ofensivo,MT OFENSIVO 001,18,8,26,6,,Negativo,,,,,20,América,Ferro,Salto Linea
560,MT Ofensivo,MT OFENSIVO 001,18,8,26,7,,Negativo,,,,,20,América,Ferro,Salto Linea
561,MT Ofensivo,MT OFENSIVO 001,18,8,26,9,,Negativo,,,,,20,América,Ferro,Salto Linea
562,MT Ofensivo,MT OFENSIVO 002,54,44,66,1,,Negativo,,,,,20,América,Ferro,Diagonal
563,MT Ofensivo,MT OFENSIVO 002,54,44,66,4,,Negativo,,,,,20,América,Ferro,Diagonal
564,MT Ofensivo,MT OFENSIVO 002,54,44,66,6,,Negativo,,,,,20,América,Ferro,Diagonal
565,MT Ofensivo,MT OFENSIVO 002,54,44,66,7,,Negativo,,,,,20,América,Ferro,Diagonal
566,MT Ofensivo,MT OFENSIVO 002,54,44,66,9,,Negativo,,,,,20,América,Ferro,Diagonal
567,MT Ofensivo,MT OFENSIVO 003,91,81,106,1,,Negativo,,,,,20,América,Ferro,Diagonal
568,MT Ofensivo,MT OFENSIVO 003,91,81,106,4,,Negativo,,,,,20,América,Ferro,Diagonal
569,MT Ofensivo,MT OFENSIVO 003,91,81,106,6,,Negativo,,,,,20,América,Ferro,Diagonal
570,MT Ofensivo,MT OFENSIVO 003,91,81,106,7,,Negativo,,,,,20,América,Ferro,Diagonal
571,MT Ofensivo,MT OFENSIVO 003,91,81,106,9,,Negativo,,,,,20,América,Ferro,Diagonal
572,MT Ofensivo,MT OFENSIVO 004,174,164,187,1,,Negativo,,,,,20,América,Ferro,Pivot
573,MT Ofensivo,MT OFENSIVO 004,174,164,187,4,,Negativo,,,,,20,América,Ferro,Pivot
574,MT Ofensivo,MT OFENSIVO 004,174,164,187,6,,Negativo,,,,,20,América,Ferro,Pivot
575,MT Ofensivo,MT OFENSIVO 004,174,164,187,7,,Negativo,,,,,20,América,Ferro,Pivot
576,MT Ofensivo,MT OFENSIVO 004,174,164,187,9,,Negativo,,,,,20,América,Ferro,Pivot
577,MT Ofensivo,MT OFENSIVO 005,250,240,271,1,,Positivo,,,,,20,América,Ferro,Salto Linea
578,MT Ofensivo,MT OFENSIVO 005,250,240,271,4,,Positivo,,,,,20,América,Ferro,Salto Linea
579,MT Ofensivo,MT OFENSIVO 005,250,240,271,6,,Positivo,,,,,20,América,Ferro,Salto Linea
580,MT Ofensivo,MT OFENSIVO 005,250,240,271,7,,Positivo,,,,,20,América,Ferro,Salto Linea
581,MT Ofensivo,MT OFENSIVO 005,250,240,271,9,,Positivo,,,,,20,América,Ferro,Salto Linea
582,MT Ofensivo,MT OFENSIVO 006,412,402,425,1,,Positivo,,,,,20,América,Ferro,Pivot
583,MT Ofensivo,MT OFENSIVO 006,412,402,425,2,,Positivo,,,,,20,América,Ferro,Pivot
584,MT Ofensivo,MT OFENSIVO 006,412,402,425,5,,Positivo,,,,,20,América,Ferro,Pivot
585,MT Ofensivo,MT OFENSIVO 006,412,402,425,10,,Positivo,,,,,20,América,Ferro,Pivot
586,MT Ofensivo,MT OFENSIVO 006,412,402,425,17,,Positivo,,,,,20,América,Ferro,Pivot
587,MT Ofensivo,MT OFENSIVO 007,562,552,569,1,,Negativo,,,,,20,América,Ferro,Pivot
588,MT Ofensivo,MT OFENSIVO 007,562,552,569,2,,Negativo,,,,,20,América,Ferro,Pivot
589,MT Ofensivo,MT OFENSIVO 007,562,552,569,5,,Negativo,,,,,20,América,Ferro,Pivot
590,MT Ofensivo,MT OFENSIVO 007,562,552,569,10,,Negativo,,,,,20,América,Ferro,Pivot
591,MT Ofensivo,MT OFENSIVO 007,562,552,569,17,,Negativo,,,,,20,América,Ferro,Pivot
592,MT Ofensivo,MT OFENSIVO 008,833,823,843,1,,Negativo,,,,,20,América,Ferro,Diagonal
593,MT Ofensivo,MT OFENSIVO 008,833,823,843,5,,Negativo,,,,,20,América,Ferro,Diagonal
594,MT Ofensivo,MT OFENSIVO 008,833,823,843,7,,Negativo,,,,,20,América,Ferro,Diagonal
595,MT Ofensivo,MT OFENSIVO 008,833,823,843,9,,Negativo,,,,,20,América,Ferro,Diagonal
596,MT Ofensivo,MT OFENSIVO 008,833,823,843,10,,Negativo,,,,,20,América,Ferro,Diagonal
597,MT Ofensivo,MT OFENSIVO 009,1006,996,1019,1,,Negativo,,,,,20,América,Ferro,Pivot
598,MT Ofensivo,MT OFENSIVO 009,1006,996,1019,2,,Negativo,,,,,20,América,Ferro,Pivot
599,MT Ofensivo,MT OFENSIVO 009,1006,996,1019,5,,Negativo,,,,,20,América,Ferro,Pivot
600,MT Ofensivo,MT OFENSIVO 009,1006,996,1019,10,,Negativo,,,,,20,América,Ferro,Pivot
601,MT Ofensivo,MT OFENSIVO 009,1006,996,1019,16,,Negativo,,,,,20,América,Ferro,Pivot
602,MT Ofensivo,MT OFENSIVO 010,1159,1149,1176,1,,Positivo,,,,,20,América,Ferro,Salto Linea
603,MT Ofensivo,MT OFENSIVO 010,1159,1149,1176,2,,Positivo,,,,,20,América,Ferro,Salto Linea
604,MT Ofensivo,MT OFENSIVO 010,1159,1149,1176,5,,Positivo,,,,,20,América,Ferro,Salto Linea
605,MT Ofensivo,MT OFENSIVO 010,1159,1149,1176,10,,Positivo,,,,,20,América,Ferro,Salto Linea
606,MT Ofensivo,MT OFENSIVO 010,1159,1149,1176,16,,Positivo,,,,,20,América,Ferro,Salto Linea
607,MT Ofensivo,MT OFENSIVO 011,1255,1245,1268,1,,Positivo,,,,,20,América,Ferro,Diagonal
608,MT Ofensivo,MT OFENSIVO 011,1255,1245,1268,2,,Positivo,,,,,20,América,Ferro,Diagonal
609,MT Ofensivo,MT OFENSIVO 011,1255,1245,1268,5,,Positivo,,,,,20,América,Ferro,Diagonal
610,MT Ofensivo,MT OFENSIVO 011,1255,1245,1268,10,,Positivo,,,,,20,América,Ferro,Diagonal
611,MT Ofensivo,MT OFENSIVO 011,1255,1245,1268,16,,Positivo,,,,,20,América,Ferro,Diagonal
612,MT Ofensivo,MT OFENSIVO 012,1461,1451,1469,1,,Positivo,,,,,20,América,Ferro,Pivot
613,MT Ofensivo,MT OFENSIVO 012,1461,1451,1469,6,,Positivo,,,,,20,América,Ferro,Pivot
614,MT Ofensivo,MT OFENSIVO 012,1461,1451,1469,7,,Positivo,,,,,20,América,Ferro,Pivot
615,MT Ofensivo,MT OFENSIVO 012,1461,1451,1469,9,,Positivo,,,,,20,América,Ferro,Pivot
616,MT Ofensivo,MT OFENSIVO 012,1461,1451,1469,17,,Positivo,,,,,20,América,Ferro,Pivot
617,MT Ofensivo,MT OFENSIVO 013,1628,1618,1646,1,,Negativo,,,,,20,América,Ferro,Salto Linea
618,MT Ofensivo,MT OFENSIVO 013,1628,1618,1646,2,,Negativo,,,,,20,América,Ferro,Salto Linea
619,MT Ofensivo,MT OFENSIVO 013,1628,1618,1646,5,,Negativo,,,,,20,América,Ferro,Salto Linea
620,MT Ofensivo,MT OFENSIVO 013,1628,1618,1646,10,,Negativo,,,,,20,América,Ferro,Salto Linea
621,MT Ofensivo,MT OFENSIVO 013,1628,1618,1646,16,,Negativo,,,,,20,América,Ferro,Salto Linea
622,MT Ofensivo,MT OFENSIVO 014,1687,1677,1696,1,,Negativo,,,,,20,América,Ferro,Salto Linea
623,MT Ofensivo,MT OFENSIVO 014,1687,1677,1696,2,,Negativo,,,,,20,América,Ferro,Salto Linea
624,MT Ofensivo,MT OFENSIVO 014,1687,1677,1696,5,,Negativo,,,,,20,América,Ferro,Salto Linea
625,MT Ofensivo,MT OFENSIVO 014,1687,1677,1696,10,,Negativo,,,,,20,América,Ferro,Salto Linea
626,MT Ofensivo,MT OFENSIVO 014,1687,1677,1696,16,,Negativo,,,,,20,América,Ferro,Salto Linea
627,MT Ofensivo,MT OFENSIVO 015,1876,1866,1886,1,,Negativo,,,,,20,América,Ferro,Pivot
628,MT Ofensivo,MT OFENSIVO 015,1876,1866,1886,2,,Negativo,,,,,20,América,Ferro,Pivot
629,MT Ofensivo,MT OFENSIVO 015,1876,1866,1886,5,,Negativo,,,,,20,América,Ferro,Pivot
630,MT Ofensivo,MT OFENSIVO 015,1876,1866,1886,10,,Negativo,,,,,20,América,Ferro,Pivot
631,MT Ofensivo,MT OFENSIVO 015,1876,1866,1886,16,,Negativo,,,,,20,América,Ferro,Pivot
632,MT Ofensivo,MT OFENSIVO 016,2181,2171,2192,1,,Positivo,,,,,20,América,Ferro,Pivot
633,MT Ofensivo,MT OFENSIVO 016,2181,2171,2192,4,,Positivo,,,,,20,América,Ferro,Pivot
634,MT Ofensivo,MT OFENSIVO 016,2181,2171,2192,6,,Positivo,,,,,20,América,Ferro,Pivot
635,MT Ofensivo,MT OFENSIVO 016,2181,2171,2192,7,,Positivo,,,,,20,América,Ferro,Pivot
636,MT Ofensivo,MT OFENSIVO 016,2181,2171,2192,9,,Positivo,,,,,20,América,Ferro,Pivot
637,MT Ofensivo,MT OFENSIVO 017,2279,2269,2286,6,,Negativo,,,,,20,América,Ferro,Pivot
638,MT Ofensivo,MT OFENSIVO 017,2279,2269,2286,7,,Negativo,,,,,20,América,Ferro,Pivot
639,MT Ofensivo,MT OFENSIVO 017,2279,2269,2286,9,,Negativo,,,,,20,América,Ferro,Pivot
640,MT Ofensivo,MT OFENSIVO 017,2279,2269,2286,17,,Negativo,,,,,20,América,Ferro,Pivot
641,MT Ofensivo,MT OFENSIVO 018,2350,2340,2368,1,,Positivo,,,,,20,América,Ferro,Pivot
642,MT Ofensivo,MT OFENSIVO 018,2350,2340,2368,6,,Positivo,,,,,20,América,Ferro,Pivot
643,MT Ofensivo,MT OFENSIVO 018,2350,2340,2368,7,,Positivo,,,,,20,América,Ferro,Pivot
644,MT Ofensivo,MT OFENSIVO 018,2350,2340,2368,9,,Positivo,,,,,20,América,Ferro,Pivot
645,MT Ofensivo,MT OFENSIVO 018,2350,2340,2368,17,,Positivo,,,,,20,América,Ferro,Pivot
646,MT Ofensivo,MT OFENSIVO 019,2399,2389,2409,1,,Negativo,,,,,20,América,Ferro,Salto Linea
647,MT Ofensivo,MT OFENSIVO 019,2399,2389,2409,6,,Negativo,,,,,20,América,Ferro,Salto Linea
648,MT Ofensivo,MT OFENSIVO 019,2399,2389,2409,7,,Negativo,,,,,20,América,Ferro,Salto Linea
649,MT Ofensivo,MT OFENSIVO 019,2399,2389,2409,9,,Negativo,,,,,20,América,Ferro,Salto Linea
650,MT Ofensivo,MT OFENSIVO 019,2399,2389,2409,17,,Negativo,,,,,20,América,Ferro,Salto Linea
651,MT Ofensivo,MT OFENSIVO 020,2445,2435,2465,1,,Negativo,,,,,20,América,Ferro,Corte
652,MT Ofensivo,MT OFENSIVO 020,2445,2435,2465,6,,Negativo,,,,,20,América,Ferro,Corte
653,MT Ofensivo,MT OFENSIVO 020,2445,2435,2465,7,,Negativo,,,,,20,América,Ferro,Corte
654,MT Ofensivo,MT OFENSIVO 020,2445,2435,2465,9,,Negativo,,,,,20,América,Ferro,Corte
655,MT Ofensivo,MT OFENSIVO 020,2445,2435,2465,17,,Negativo,,,,,20,América,Ferro,Corte
656,MT Ofensivo,MT OFENSIVO 021,2564,2554,2583,1,,Positivo,,,,,20,América,Ferro,Diagonal
657,MT Ofensivo,MT OFENSIVO 021,2564,2554,2583,6,,Positivo,,,,,20,América,Ferro,Diagonal
658,MT Ofensivo,MT OFENSIVO 021,2564,2554,2583,9,,Positivo,,,,,20,América,Ferro,Diagonal
659,MT Ofensivo,MT OFENSIVO 021,2564,2554,2583,17,,Positivo,,,,,20,América,Ferro,Diagonal
660,MT Ofensivo,MT OFENSIVO 022,2867,2857,2874,1,,Negativo,,,,,20,América,Ferro,Pivot
661,MT Ofensivo,MT OFENSIVO 022,2867,2857,2874,4,,Negativo,,,,,20,América,Ferro,Pivot
662,MT Ofensivo,MT OFENSIVO 022,2867,2857,2874,6,,Negativo,,,,,20,América,Ferro,Pivot
663,MT Ofensivo,MT OFENSIVO 022,2867,2857,2874,8,,Negativo,,,,,20,América,Ferro,Pivot
664,MT Ofensivo,MT OFENSIVO 022,2867,2857,2874,9,,Negativo,,,,,20,América,Ferro,Pivot
665,MT Ofensivo,MT OFENSIVO 023,2909,2899,2923,1,,Positivo,,,,,20,América,Ferro,Puerta Atras
666,MT Ofensivo,MT OFENSIVO 023,2909,2899,2923,4,,Positivo,,,,,20,América,Ferro,Puerta Atras
667,MT Ofensivo,MT OFENSIVO 023,2909,2899,2923,6,,Positivo,,,,,20,América,Ferro,Puerta Atras
668,MT Ofensivo,MT OFENSIVO 023,2909,2899,2923,8,,Positivo,,,,,20,América,Ferro,Puerta Atras
669,MT Ofensivo,MT OFENSIVO 023,2909,2899,2923,9,,Positivo,,,,,20,América,Ferro,Puerta Atras
670,MT Ofensivo,MT OFENSIVO 024,2937,2927,2946,1,,Negativo,,,,,20,América,Ferro,Salto Linea
671,MT Ofensivo,MT OFENSIVO 024,2937,2927,2946,4,,Negativo,,,,,20,América,Ferro,Salto Linea
672,MT Ofensivo,MT OFENSIVO 024,2937,2927,2946,6,,Negativo,,,,,20,América,Ferro,Salto Linea
673,MT Ofensivo,MT OFENSIVO 024,2937,2927,2946,8,,Negativo,,,,,20,América,Ferro,Salto Linea
674,MT Ofensivo,MT OFENSIVO 024,2937,2927,2946,9,,Negativo,,,,,20,América,Ferro,Salto Linea
675,MT Ofensivo,MT OFENSIVO 025,3227,3217,3239,1,,Negativo,,,,,20,América,Ferro,Salto Linea
676,MT Ofensivo,MT OFENSIVO 025,3227,3217,3239,2,,Negativo,,,,,20,América,Ferro,Salto Linea
677,MT Ofensivo,MT OFENSIVO 025,3227,3217,3239,5,,Negativo,,,,,20,América,Ferro,Salto Linea
678,MT Ofensivo,MT OFENSIVO 025,3227,3217,3239,10,,Negativo,,,,,20,América,Ferro,Salto Linea
679,MT Ofensivo,MT OFENSIVO 025,3227,3217,3239,16,,Negativo,,,,,20,América,Ferro,Salto Linea
680,MT Ofensivo,MT OFENSIVO 026,3305,3295,3316,1,,Negativo,,,,,20,América,Ferro,Corte
681,MT Ofensivo,MT OFENSIVO 026,3305,3295,3316,2,,Negativo,,,,,20,América,Ferro,Corte
682,MT Ofensivo,MT OFENSIVO 026,3305,3295,3316,5,,Negativo,,,,,20,América,Ferro,Corte
683,MT Ofensivo,MT OFENSIVO 026,3305,3295,3316,10,,Negativo,,,,,20,América,Ferro,Corte
684,MT Ofensivo,MT OFENSIVO 026,3305,3295,3316,16,,Negativo,,,,,20,América,Ferro,Corte
685,MT Ofensivo,MT OFENSIVO 027,3325,3315,3330,1,,Negativo,,,,,20,América,Ferro,Diagonal
686,MT Ofensivo,MT OFENSIVO 027,3325,3315,3330,2,,Negativo,,,,,20,América,Ferro,Diagonal
687,MT Ofensivo,MT OFENSIVO 027,3325,3315,3330,5,,Negativo,,,,,20,América,Ferro,Diagonal
688,MT Ofensivo,MT OFENSIVO 027,3325,3315,3330,10,,Negativo,,,,,20,América,Ferro,Diagonal
689,MT Ofensivo,MT OFENSIVO 027,3325,3315,3330,16,,Negativo,,,,,20,América,Ferro,Diagonal
690,MT Ofensivo,MT OFENSIVO 028,3865,3855,3872,1,,Negativo,,,,,20,América,Ferro,Pivot
691,MT Ofensivo,MT OFENSIVO 028,3865,3855,3872,2,,Negativo,,,,,20,América,Ferro,Pivot
692,MT Ofensivo,MT OFENSIVO 028,3865,3855,3872,5,,Negativo,,,,,20,América,Ferro,Pivot
693,MT Ofensivo,MT OFENSIVO 028,3865,3855,3872,7,,Negativo,,,,,20,América,Ferro,Pivot
694,MT Ofensivo,MT OFENSIVO 028,3865,3855,3872,17,,Negativo,,,,,20,América,Ferro,Pivot
695,MT Ofensivo,MT OFENSIVO 029,3906,3896,3914,1,,Negativo,,,,,20,América,Ferro,Salto Linea
696,MT Ofensivo,MT OFENSIVO 029,3906,3896,3914,2,,Negativo,,,,,20,América,Ferro,Salto Linea
697,MT Ofensivo,MT OFENSIVO 029,3906,3896,3914,5,,Negativo,,,,,20,América,Ferro,Salto Linea
698,MT Ofensivo,MT OFENSIVO 029,3906,3896,3914,7,,Negativo,,,,,20,América,Ferro,Salto Linea
699,MT Ofensivo,MT OFENSIVO 029,3906,3896,3914,17,,Negativo,,,,,20,América,Ferro,Salto Linea
700,MT Ofensivo,MT OFENSIVO 030,4013,4003,4024,1,,Positivo,,,,,20,América,Ferro,Pivot
701,MT Ofensivo,MT OFENSIVO 030,4013,4003,4024,2,,Positivo,,,,,20,América,Ferro,Pivot
702,MT Ofensivo,MT OFENSIVO 030,4013,4003,4024,5,,Positivo,,,,,20,América,Ferro,Pivot
703,MT Ofensivo,MT OFENSIVO 030,4013,4003,4024,7,,Positivo,,,,,20,América,Ferro,Pivot
704,MT Ofensivo,MT OFENSIVO 030,4013,4003,4024,17,,Positivo,,,,,20,América,Ferro,Pivot
705,MT Ofensivo,MT OFENSIVO 031,4108,4098,4113,1,,Negativo,,,,,20,América,Ferro,Puerta Atras
706,MT Ofensivo,MT OFENSIVO 031,4108,4098,4113,2,,Negativo,,,,,20,América,Ferro,Puerta Atras
707,MT Ofensivo,MT OFENSIVO 031,4108,4098,4113,5,,Negativo,,,,,20,América,Ferro,Puerta Atras
708,MT Ofensivo,MT OFENSIVO 031,4108,4098,4113,7,,Negativo,,,,,20,América,Ferro,Puerta Atras
709,MT Ofensivo,MT OFENSIVO 031,4108,4098,4113,17,,Negativo,,,,,20,América,Ferro,Puerta Atras
710,MT Ofensivo,MT OFENSIVO 032,4124,4114,4133,1,,Negativo,,,,,20,América,Ferro,Diagonal
711,MT Ofensivo,MT OFENSIVO 032,4124,4114,4133,2,,Negativo,,,,,20,América,Ferro,Diagonal
712,MT Ofensivo,MT OFENSIVO 032,4124,4114,4133,5,,Negativo,,,,,20,América,Ferro,Diagonal
713,MT Ofensivo,MT OFENSIVO 032,4124,4114,4133,7,,Negativo,,,,,20,América,Ferro,Diagonal
714,MT Ofensivo,MT OFENSIVO 032,4124,4114,4133,17,,Negativo,,,,,20,América,Ferro,Diagonal
715,Transición Ofensiva,TRANSICION OFENSIVA 001,514,504,522,1,,,,,1 vs 1,Corta (H 3),20,América,Ferro,Perdida
716,Transición Ofensiva,TRANSICION OFENSIVA 001,514,504,522,2,,,,,1 vs 1,Corta (H 3),20,América,Ferro,Perdida
717,Transición Ofensiva,TRANSICION OFENSIVA 001,514,504,522,5,,,,,1 vs 1,Corta (H 3),20,América,Ferro,Perdida
718,Transición Ofensiva,TRANSICION OFENSIVA 001,514,504,522,10,,,,,1 vs 1,Corta (H 3),20,América,Ferro,Perdida
719,Transición Ofensiva,TRANSICION OFENSIVA 001,514,504,522,17,,,,,1 vs 1,Corta (H 3),20,América,Ferro,Perdida
720,Transición Ofensiva,TRANSICION OFENSIVA 002,757,747,764,1,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Tiro
721,Transición Ofensiva,TRANSICION OFENSIVA 002,757,747,764,5,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Tiro
722,Transición Ofensiva,TRANSICION OFENSIVA 002,757,747,764,7,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Tiro
723,Transición Ofensiva,TRANSICION OFENSIVA 002,757,747,764,9,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Tiro
724,Transición Ofensiva,TRANSICION OFENSIVA 002,757,747,764,10,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Tiro
725,Transición Ofensiva,TRANSICION OFENSIVA 003,1440,1430,1450,1,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Pelota Parada
726,Transición Ofensiva,TRANSICION OFENSIVA 003,1440,1430,1450,6,,,,,3 vs 2,Corta (H 3),20,América,Ferro,Pelota Parada
