,Evento,Inicio,Fin,Parte,Duracion,Jornada,Local,Visitante
663,PARTIDO EN JUEGO 050,1721.0,1729.0,1,8.0,16,Ferro,Boca Jrs
664,PARTIDO EN JUEGO 051,1743.0,1748.0,1,5.0,16,Ferro,Boca Jrs
665,PARTIDO EN JUEGO 052,1782.0,1790.0,1,8.0,16,Ferro,Boca Jrs
666,PARTIDO EN JUEGO 053,1802.0,1811.0,1,9.0,16,Ferro,Boca Jrs
667,PARTIDO EN JUEGO 054,1840.0,1866.0,1,26.0,16,Ferro,Boca Jrs
668,PARTIDO EN JUEGO 055,1893.0,1929.0,1,36.0,16,Ferro,Boca Jrs
669,PARTIDO EN JUEGO 056,1939.0,1962.0,1,23.0,16,Ferro,Boca Jrs
670,PARTIDO EN JUEGO 057,1976.0,1981.0,1,5.0,16,Ferro,Boca Jrs
671,PARTIDO EN JUEGO 058,1999.0,2008.0,1,9.0,16,Ferro,Boca Jrs
672,PARTIDO EN JUEGO 059,2016.0,2037.0,1,21.0,16,Ferro,Boca Jrs
673,PARTIDO EN JUEGO 060,2042.0,2063.0,1,21.0,16,Ferro,Boca Jrs
674,PARTIDO EN JUEGO 061,2088.0,2093.0,1,5.0,16,Ferro,Boca Jrs
675,PARTIDO EN JUEGO 062,2101.0,2108.0,1,7.0,16,Ferro,Boca Jrs
676,PARTIDO EN JUEGO 063,2117.0,2132.0,1,15.0,16,Ferro,Boca Jrs
677,PARTIDO EN JUEGO 064,2139.0,2171.0,1,32.0,16,Ferro,Boca Jrs
678,PARTIDO EN JUEGO 065,2192.0,2215.0,1,23.0,16,Ferro,Boca Jrs
679,PARTIDO EN JUEGO 066,2231.0,2250.0,1,19.0,16,Ferro,Boca Jrs
680,PARTIDO EN JUEGO 067,2360.0,2380.0,1,20.0,16,Ferro,Boca Jrs
681,PARTIDO EN JUEGO 068,2394.0,2414.0,1,20.0,16,Ferro,Boca Jrs
682,PARTIDO EN JUEGO 069,2430.0,2446.0,1,16.0,16,Ferro,Boca Jrs
683,PARTIDO EN JUEGO 070,2516.0,2522.0,1,6.0,16,Ferro,Boca Jrs
684,PARTIDO EN JUEGO 071,2529.0,2561.0,1,32.0,16,Ferro,Boca Jrs
685,PARTIDO EN JUEGO 072,2574.0,2582.0,1,8.0,16,Ferro,Boca Jrs
686,PARTIDO EN JUEGO 073,2623.0,2634.0,1,11.0,16,Ferro,Boca Jrs
687,PARTIDO EN JUEGO 074,2647.0,2681.0,1,34.0,16,Ferro,Boca Jrs
688,PARTIDO EN JUEGO 075,2692.0,2710.0,1,18.0,16,Ferro,Boca Jrs
689,PARTIDO EN JUEGO 076,2722.0,2731.0,1,9.0,16,Ferro,Boca Jrs
690,PARTIDO EN JUEGO 077,2744.0,2751.0,1,7.0,16,Ferro,Boca Jrs
691,PARTIDO EN JUEGO 078,2752.0,2775.0,1,23.0,16,Ferro,Boca Jrs
692,PARTIDO EN JUEGO 079,2782.0,2800.0,1,18.0,16,Ferro,Boca Jrs
693,PARTIDO EN JUEGO 080,2903.0,2911.0,1,8.0,16,Ferro,Boca Jrs
694,PARTIDO EN JUEGO 081,2921.0,2930.0,1,9.0,16,Ferro,Boca Jrs
695,PARTIDO EN JUEGO 082,2945.0,2949.0,1,4.0,16,Ferro,Boca Jrs
696,PARTIDO EN JUEGO 083,2963.0,2970.0,1,7.0,16,Ferro,Boca Jrs
697,a,2981.0,2989.0,1,8.0,16,Ferro,Boca Jrs
698,PARTIDO EN JUEGO 085,3262.0,3269.0,2,7.0,16,Ferro,Boca Jrs
699,PARTIDO EN JUEGO 086,3276.0,3282.0,2,6.0,16,Ferro,Boca Jrs
700,PARTIDO EN JUEGO 087,3292.0,3302.0,2,10.0,16,Ferro,Boca Jrs
701,PARTIDO EN JUEGO 088,3310.0,3316.0,2,6.0,16,Ferro,Boca Jrs
702,PARTIDO EN JUEGO 089,3324.0,3369.0,2,45.0,16,Ferro,Boca Jrs
703,PARTIDO EN JUEGO 090,3372.0,3383.0,2,11.0,16,Ferro,Boca Jrs
704,PARTIDO EN JUEGO 091,3397.0,3406.0,2,9.0,16,Ferro,Boca Jrs
705,PARTIDO EN JUEGO 092,3415.0,3418.0,2,3.0,16,Ferro,Boca Jrs
706,PARTIDO EN JUEGO 093,3431.0,3461.0,2,30.0,16,Ferro,Boca Jrs
707,PARTIDO EN JUEGO 094,3477.0,3486.0,2,9.0,16,Ferro,Boca Jrs
708,PARTIDO EN JUEGO 095,3499.0,3503.0,2,4.0,16,Ferro,Boca Jrs
709,PARTIDO EN JUEGO 096,3515.0,3548.0,2,33.0,16,Ferro,Boca Jrs
710,PARTIDO EN JUEGO 097,3596.0,3600.0,2,4.0,16,Ferro,Boca Jrs
711,t,3607.0,3610.0,2,3.0,16,Ferro,Boca Jrs
712,PARTIDO EN JUEGO 099,3612.0,3619.0,2,7.0,16,Ferro,Boca Jrs
713,PARTIDO EN JUEGO 100,3634.0,3654.0,2,20.0,16,Ferro,Boca Jrs
714,PARTIDO EN JUEGO 101,3698.0,3706.0,2,8.0,16,Ferro,Boca Jrs
715,PARTIDO EN JUEGO 102,3708.0,3748.0,2,40.0,16,Ferro,Boca Jrs
716,PARTIDO EN JUEGO 103,3792.0,3812.0,2,20.0,16,Ferro,Boca Jrs
717,PARTIDO EN JUEGO 104,3820.0,3825.0,2,5.0,16,Ferro,Boca Jrs
718,PARTIDO EN JUEGO 105,3836.0,3839.0,2,3.0,16,Ferro,Boca Jrs
719,PARTIDO EN JUEGO 106,3849.0,3860.0,2,11.0,16,Ferro,Boca Jrs
720,PARTIDO EN JUEGO 107,3868.0,3879.0,2,11.0,16,Ferro,Boca Jrs
721,PARTIDO EN JUEGO 108,3900.0,3925.0,2,25.0,16,Ferro,Boca Jrs
722,PARTIDO EN JUEGO 109,3951.0,3957.0,2,6.0,16,Ferro,Boca Jrs
723,PARTIDO EN JUEGO 110,3962.0,3971.0,2,9.0,16,Ferro,Boca Jrs
724,PARTIDO EN JUEGO 111,3983.0,3991.0,2,8.0,16,Ferro,Boca Jrs
725,PARTIDO EN JUEGO 112,3998.0,4005.0,2,7.0,16,Ferro,Boca Jrs
726,PARTIDO EN JUEGO 113,4014.0,4018.0,2,4.0,16,Ferro,Boca Jrs
727,PARTIDO EN JUEGO 114,4046.0,4104.0,2,58.0,16,Ferro,Boca Jrs
728,PARTIDO EN JUEGO 115,4114.0,4119.0,2,5.0,16,Ferro,Boca Jrs
729,PARTIDO EN JUEGO 116,4129.0,4132.0,2,3.0,16,Ferro,Boca Jrs
730,PARTIDO EN JUEGO 117,4146.0,4154.0,2,8.0,16,Ferro,Boca Jrs
731,PARTIDO EN JUEGO 118,4162.0,4180.0,2,18.0,16,Ferro,Boca Jrs
732,PARTIDO EN JUEGO 119,4195.0,4200.0,2,5.0,16,Ferro,Boca Jrs
733,PARTIDO EN JUEGO 120,4205.0,4217.0,2,12.0,16,Ferro,Boca Jrs
734,PARTIDO EN JUEGO 121,4234.0,4272.0,2,38.0,16,Ferro,Boca Jrs
735,PARTIDO EN JUEGO 122,4300.0,4310.0,2,10.0,16,Ferro,Boca Jrs
736,PARTIDO EN JUEGO 123,4317.0,4321.0,2,4.0,16,Ferro,Boca Jrs
737,PARTIDO EN JUEGO 124,4328.0,4339.0,2,11.0,16,Ferro,Boca Jrs
738,PARTIDO EN JUEGO 125,4352.0,4369.0,2,17.0,16,Ferro,Boca Jrs
739,PARTIDO EN JUEGO 126,4379.0,4399.0,2,20.0,16,Ferro,Boca Jrs
740,PARTIDO EN JUEGO 127,4428.0,4432.0,2,4.0,16,Ferro,Boca Jrs
741,PARTIDO EN JUEGO 128,4440.0,4452.0,2,12.0,16,Ferro,Boca Jrs
742,PARTIDO EN JUEGO 129,4463.0,4478.0,2,15.0,16,Ferro,Boca Jrs
743,PARTIDO EN JUEGO 130,4497.0,4512.0,2,15.0,16,Ferro,Boca Jrs
744,PARTIDO EN JUEGO 131,4522.0,4577.0,2,55.0,16,Ferro,Boca Jrs
745,PARTIDO EN JUEGO 132,4587.0,4600.0,2,13.0,16,Ferro,Boca Jrs
746,PARTIDO EN JUEGO 133,4603.0,4614.0,2,11.0,16,Ferro,Boca Jrs
747,PARTIDO EN JUEGO 134,4626.0,4637.0,2,11.0,16,Ferro,Boca Jrs
748,PARTIDO EN JUEGO 135,4648.0,4659.0,2,11.0,16,Ferro,Boca Jrs
749,PARTIDO EN JUEGO 136,4671.0,4682.0,2,11.0,16,Ferro,Boca Jrs
750,PARTIDO EN JUEGO 137,4692.0,4710.0,2,18.0,16,Ferro,Boca Jrs
751,PARTIDO EN JUEGO 138,4726.0,4765.0,2,39.0,16,Ferro,Boca Jrs
752,PARTIDO EN JUEGO 139,4863.0,4876.0,2,13.0,16,Ferro,Boca Jrs
753,PARTIDO EN JUEGO 140,4941.0,4949.0,2,8.0,16,Ferro,Boca Jrs
754,PARTIDO EN JUEGO 141,4978.0,4994.0,2,16.0,16,Ferro,Boca Jrs
755,PARTIDO EN JUEGO 142,4996.0,5027.0,2,31.0,16,Ferro,Boca Jrs
756,PARTIDO EN JUEGO 143,5034.0,5078.0,2,44.0,16,Ferro,Boca Jrs
757,PARTIDO EN JUEGO 144,5081.0,5108.0,2,27.0,16,Ferro,Boca Jrs
758,PARTIDO EN JUEGO 145,5124.0,5143.0,2,19.0,16,Ferro,Boca Jrs
759,PARTIDO EN JUEGO 146,5158.0,5189.0,2,31.0,16,Ferro,Boca Jrs
760,PARTIDO EN JUEGO 147,5190.0,5197.0,2,7.0,16,Ferro,Boca Jrs
761,PARTIDO EN JUEGO 148,5337.0,5349.0,2,12.0,16,Ferro,Boca Jrs
762,PARTIDO EN JUEGO 149,5378.0,5474.0,2,96.0,16,Ferro,Boca Jrs
763,PARTIDO EN JUEGO 150,5501.0,5512.0,2,11.0,16,Ferro,Boca Jrs
764,PARTIDO EN JUEGO 151,5518.0,5534.0,2,16.0,16,Ferro,Boca Jrs
765,PARTIDO EN JUEGO 152,5628.0,5662.0,2,34.0,16,Ferro,Boca Jrs
766,PARTIDO EN JUEGO 153,5667.0,5676.0,2,9.0,16,Ferro,Boca Jrs
767,PARTIDO EN JUEGO 154,5687.0,5709.0,2,22.0,16,Ferro,Boca Jrs
768,PARTIDO EN JUEGO 155,5711.0,5780.0,2,69.0,16,Ferro,Boca Jrs
769,Partido en juego 001,0.0,20.0,1,20.0,19,Ferro,San Lorenzo
770,Partido en juego 002,20.0,37.0,1,17.0,19,Ferro,San Lorenzo
771,Partido en juego 003,39.0,55.0,1,16.0,19,Ferro,San Lorenzo
772,Partido en juego 004,55.0,76.0,1,21.0,19,Ferro,San Lorenzo
773,Partido en juego 005,284.0,306.0,1,22.0,19,Ferro,San Lorenzo
774,Partido en juego 006,301.0,335.0,1,34.0,19,Ferro,San Lorenzo
775,Partido en juego 007,336.0,358.0,1,22.0,19,Ferro,San Lorenzo
776,Partido en juego 008,355.0,386.0,1,31.0,19,Ferro,San Lorenzo
777,Partido en juego 009,391.0,422.0,1,31.0,19,Ferro,San Lorenzo
778,Partido en juego 010,420.0,452.0,1,32.0,19,Ferro,San Lorenzo
779,Partido en juego 011,450.0,472.0,1,22.0,19,Ferro,San Lorenzo
780,Partido en juego 012,467.0,495.0,1,28.0,19,Ferro,San Lorenzo
781,Partido en juego 013,502.0,566.0,1,64.0,19,Ferro,San Lorenzo
782,Partido en juego 014,581.0,601.0,1,20.0,19,Ferro,San Lorenzo
783,Partido en juego 015,600.0,625.0,1,25.0,19,Ferro,San Lorenzo
784,Partido en juego 016,634.0,664.0,1,30.0,19,Ferro,San Lorenzo
785,Partido en juego 017,675.0,718.0,1,43.0,19,Ferro,San Lorenzo
786,Partido en juego 018,713.0,735.0,1,22.0,19,Ferro,San Lorenzo
787,Partido en juego 019,774.0,798.0,1,24.0,19,Ferro,San Lorenzo
788,Partido en juego 020,791.0,823.0,1,32.0,19,Ferro,San Lorenzo
789,Partido en juego 021,824.0,843.0,1,19.0,19,Ferro,San Lorenzo
790,Partido en juego 022,841.0,914.0,1,73.0,19,Ferro,San Lorenzo
791,Partido en juego 023,913.0,930.0,1,17.0,19,Ferro,San Lorenzo
792,Partido en juego 024,941.0,964.0,1,23.0,19,Ferro,San Lorenzo
793,Partido en juego 025,965.0,986.0,1,21.0,19,Ferro,San Lorenzo
794,Partido en juego 026,982.0,1015.0,1,33.0,19,Ferro,San Lorenzo
795,Partido en juego 027,1009.0,1035.0,1,26.0,19,Ferro,San Lorenzo
796,Partido en juego 028,1038.0,1061.0,1,23.0,19,Ferro,San Lorenzo
797,Partido en juego 029,1070.0,1099.0,1,29.0,19,Ferro,San Lorenzo
798,Partido en juego 030,1093.0,1139.0,1,46.0,19,Ferro,San Lorenzo
799,Partido en juego 031,1160.0,1181.0,1,21.0,19,Ferro,San Lorenzo
800,Partido en juego 032,1182.0,1201.0,1,19.0,19,Ferro,San Lorenzo
801,Partido en juego 033,1209.0,1239.0,1,30.0,19,Ferro,San Lorenzo
802,Partido en juego 034,1250.0,1278.0,1,28.0,19,Ferro,San Lorenzo
803,Partido en juego 035,1270.0,1313.0,1,43.0,19,Ferro,San Lorenzo
804,Partido en juego 036,1309.0,1333.0,1,24.0,19,Ferro,San Lorenzo
805,Partido en juego 037,1336.0,1360.0,1,24.0,19,Ferro,San Lorenzo
806,Partido en juego 038,1361.0,1382.0,1,21.0,19,Ferro,San Lorenzo
807,Partido en juego 039,1385.0,1446.0,1,61.0,19,Ferro,San Lorenzo
808,Partido en juego 040,1454.0,1474.0,1,20.0,19,Ferro,San Lorenzo
809,Partido en juego 041,1478.0,1505.0,1,27.0,19,Ferro,San Lorenzo
810,Partido en juego 042,1496.0,1535.0,1,39.0,19,Ferro,San Lorenzo
811,Partido en juego 043,1538.0,1570.0,1,32.0,19,Ferro,San Lorenzo
812,Partido en juego 044,1567.0,1592.0,1,25.0,19,Ferro,San Lorenzo
813,Partido en juego 045,1592.0,1611.0,1,19.0,19,Ferro,San Lorenzo
814,Partido en juego 046,1621.0,1662.0,1,41.0,19,Ferro,San Lorenzo
815,Partido en juego 047,1661.0,1679.0,1,18.0,19,Ferro,San Lorenzo
816,Partido en juego 048,1670.0,1723.0,1,53.0,19,Ferro,San Lorenzo
817,Partido en juego 049,1735.0,1801.0,1,66.0,19,Ferro,San Lorenzo
818,Partido en juego 050,1795.0,1836.0,1,41.0,19,Ferro,San Lorenzo
819,Partido en juego 051,1970.0,2078.0,2,108.0,19,Ferro,San Lorenzo
820,Partido en juego 052,2082.0,2104.0,2,22.0,19,Ferro,San Lorenzo
821,Partido en juego 053,2117.0,2147.0,2,30.0,19,Ferro,San Lorenzo
822,Partido en juego 054,2147.0,2174.0,2,27.0,19,Ferro,San Lorenzo
823,Partido en juego 055,2224.0,2248.0,2,24.0,19,Ferro,San Lorenzo
824,Partido en juego 056,2265.0,2283.0,2,18.0,19,Ferro,San Lorenzo
825,Partido en juego 057,2280.0,2317.0,2,37.0,19,Ferro,San Lorenzo
826,Partido en juego 058,2339.0,2393.0,2,54.0,19,Ferro,San Lorenzo
827,Partido en juego 059,2393.0,2413.0,2,20.0,19,Ferro,San Lorenzo
828,Partido en juego 060,2406.0,2442.0,2,36.0,19,Ferro,San Lorenzo
829,Partido en juego 061,2433.0,2461.0,2,28.0,19,Ferro,San Lorenzo
830,Partido en juego 062,2464.0,2494.0,2,30.0,19,Ferro,San Lorenzo
831,Partido en juego 063,2492.0,2538.0,2,46.0,19,Ferro,San Lorenzo
832,Partido en juego 064,2547.0,2636.0,2,89.0,19,Ferro,San Lorenzo
833,Partido en juego 065,2630.0,2671.0,2,41.0,19,Ferro,San Lorenzo
834,Partido en juego 066,2670.0,2691.0,2,21.0,19,Ferro,San Lorenzo
835,Partido en juego 067,2684.0,2761.0,2,77.0,19,Ferro,San Lorenzo
836,Partido en juego 068,2771.0,2813.0,2,42.0,19,Ferro,San Lorenzo
837,Partido en juego 069,2821.0,2875.0,2,54.0,19,Ferro,San Lorenzo
838,Partido en juego 070,2875.0,2921.0,2,46.0,19,Ferro,San Lorenzo
839,Partido en juego 071,2923.0,2955.0,2,32.0,19,Ferro,San Lorenzo
840,Partido en juego 072,2982.0,3035.0,2,53.0,19,Ferro,San Lorenzo
841,Partido en juego 073,3074.0,3117.0,2,43.0,19,Ferro,San Lorenzo
842,Partido en juego 074,3118.0,3174.0,2,56.0,19,Ferro,San Lorenzo
843,Partido en juego 075,3207.0,3235.0,2,28.0,19,Ferro,San Lorenzo
844,Partido en juego 076,3241.0,3288.0,2,47.0,19,Ferro,San Lorenzo
845,Partido en juego 077,3295.0,3327.0,2,32.0,19,Ferro,San Lorenzo
846,Partido en juego 078,3319.0,3370.0,2,51.0,19,Ferro,San Lorenzo
847,Partido en juego 079,3461.0,3509.0,2,48.0,19,Ferro,San Lorenzo
848,Partido en juego 080,3501.0,3538.0,2,37.0,19,Ferro,San Lorenzo
849,Partido en juego 081,3537.0,3575.0,2,38.0,19,Ferro,San Lorenzo
850,Partido en juego 082,3631.0,3737.0,2,106.0,19,Ferro,San Lorenzo
851,Partido en juego 083,3839.0,3910.0,2,71.0,19,Ferro,San Lorenzo
852,Partido en juego 084,3909.0,3945.0,2,36.0,19,Ferro,San Lorenzo
853,Partido en juego 085,3948.0,4015.0,2,67.0,19,Ferro,San Lorenzo
854,Partido en juego 086,4007.0,4040.0,2,33.0,19,Ferro,San Lorenzo
855,Partido en juego 087,4034.0,4057.0,2,23.0,19,Ferro,San Lorenzo
856,Partido en juego 088,4072.0,4112.0,2,40.0,19,Ferro,San Lorenzo
857,Partido en juego 089,4105.0,4144.0,2,39.0,19,Ferro,San Lorenzo
858,Partido en juego 090,4146.0,4174.0,2,28.0,19,Ferro,San Lorenzo
859,Partido en juego 091,4169.0,4225.0,2,56.0,19,Ferro,San Lorenzo
860,Partido en juego 092,4221.0,4266.0,2,45.0,19,Ferro,San Lorenzo
861,PARTIDO EN JUEGO 001,5.0,11.0,1,6.0,20,América,Ferro
862,PARTIDO EN JUEGO 002,23.0,38.0,1,15.0,20,América,Ferro
863,PARTIDO EN JUEGO 003,43.0,49.0,1,6.0,20,América,Ferro
864,PARTIDO EN JUEGO 004,58.0,89.0,1,31.0,20,América,Ferro
865,PARTIDO EN JUEGO 005,102.0,112.0,1,10.0,20,América,Ferro
866,PARTIDO EN JUEGO 006,117.0,124.0,1,7.0,20,América,Ferro
867,PARTIDO EN JUEGO 007,127.0,133.0,1,6.0,20,América,Ferro
868,PARTIDO EN JUEGO 008,167.0,189.0,1,22.0,20,América,Ferro
869,PARTIDO EN JUEGO 009,210.0,217.0,1,7.0,20,América,Ferro
870,PARTIDO EN JUEGO 010,224.0,270.0,1,46.0,20,América,Ferro
871,PARTIDO EN JUEGO 011,301.0,333.0,1,32.0,20,América,Ferro
872,PARTIDO EN JUEGO 012,340.0,351.0,1,11.0,20,América,Ferro
873,PARTIDO EN JUEGO 013,373.0,378.0,1,5.0,20,América,Ferro
874,PARTIDO EN JUEGO 014,397.0,415.0,1,18.0,20,América,Ferro
875,PARTIDO EN JUEGO 015,414.0,448.0,1,34.0,20,América,Ferro
876,PARTIDO EN JUEGO 016,461.0,466.0,1,5.0,20,América,Ferro
877,PARTIDO EN JUEGO 017,479.0,489.0,1,10.0,20,América,Ferro
878,PARTIDO EN JUEGO 018,490.0,530.0,1,40.0,20,América,Ferro
879,PARTIDO EN JUEGO 019,548.0,560.0,1,12.0,20,América,Ferro
880,PARTIDO EN JUEGO 020,563.0,569.0,1,6.0,20,América,Ferro
881,PARTIDO EN JUEGO 021,579.0,582.0,1,3.0,20,América,Ferro
882,PARTIDO EN JUEGO 022,603.0,641.0,1,38.0,20,América,Ferro
883,PARTIDO EN JUEGO 023,687.0,704.0,1,17.0,20,América,Ferro
884,PARTIDO EN JUEGO 024,717.0,726.0,1,9.0,20,América,Ferro
885,PARTIDO EN JUEGO 025,748.0,762.0,1,14.0,20,América,Ferro
886,PARTIDO EN JUEGO 026,766.0,772.0,1,6.0,20,América,Ferro
887,PARTIDO EN JUEGO 027,772.0,785.0,1,13.0,20,América,Ferro
888,PARTIDO EN JUEGO 028,798.0,805.0,1,7.0,20,América,Ferro
889,PARTIDO EN JUEGO 029,813.0,814.0,1,1.0,20,América,Ferro
890,PARTIDO EN JUEGO 030,823.0,830.0,1,7.0,20,América,Ferro
891,PARTIDO EN JUEGO 031,836.0,878.0,1,42.0,20,América,Ferro
892,PARTIDO EN JUEGO 032,880.0,897.0,1,17.0,20,América,Ferro
893,PARTIDO EN JUEGO 033,922.0,932.0,1,10.0,20,América,Ferro
894,PARTIDO EN JUEGO 034,952.0,963.0,1,11.0,20,América,Ferro
895,PARTIDO EN JUEGO 035,974.0,987.0,1,13.0,20,América,Ferro
896,PARTIDO EN JUEGO 036,1009.0,1030.0,1,21.0,20,América,Ferro
897,PARTIDO EN JUEGO 037,1044.0,1056.0,1,12.0,20,América,Ferro
898,PARTIDO EN JUEGO 038,1068.0,1095.0,1,27.0,20,América,Ferro
899,PARTIDO EN JUEGO 039,1130.0,1141.0,1,11.0,20,América,Ferro
900,PARTIDO EN JUEGO 040,1154.0,1180.0,1,26.0,20,América,Ferro
901,PARTIDO EN JUEGO 041,1208.0,1212.0,1,4.0,20,América,Ferro
902,PARTIDO EN JUEGO 042,1215.0,1223.0,1,8.0,20,América,Ferro
903,PARTIDO EN JUEGO 043,1241.0,1257.0,1,16.0,20,América,Ferro
904,t,1293.0,1305.0,1,12.0,20,América,Ferro
905,PARTIDO EN JUEGO 045,1307.0,1315.0,1,8.0,20,América,Ferro
906,PARTIDO EN JUEGO 046,1323.0,1332.0,1,9.0,20,América,Ferro
907,PARTIDO EN JUEGO 047,1376.0,1381.0,1,5.0,20,América,Ferro
908,PARTIDO EN JUEGO 048,1403.0,1422.0,1,19.0,20,América,Ferro
909,PARTIDO EN JUEGO 049,1424.0,1446.0,1,22.0,20,América,Ferro
910,PARTIDO EN JUEGO 050,1460.0,1469.0,1,9.0,20,América,Ferro
911,PARTIDO EN JUEGO 051,1476.0,1504.0,1,28.0,20,América,Ferro
912,PARTIDO EN JUEGO 052,1508.0,1516.0,1,8.0,20,América,Ferro
913,PARTIDO EN JUEGO 053,1526.0,1530.0,1,4.0,20,América,Ferro
914,PARTIDO EN JUEGO 054,1534.0,1565.0,1,31.0,20,América,Ferro
915,t,1600.0,1618.0,1,18.0,20,América,Ferro
916,PARTIDO EN JUEGO 056,1619.0,1646.0,1,27.0,20,América,Ferro
917,PARTIDO EN JUEGO 057,1651.0,1657.0,1,6.0,20,América,Ferro
918,PARTIDO EN JUEGO 058,1668.0,1672.0,1,4.0,20,América,Ferro
919,PARTIDO EN JUEGO 059,1680.0,1685.0,1,5.0,20,América,Ferro
920,PARTIDO EN JUEGO 060,1689.0,1696.0,1,7.0,20,América,Ferro
921,PARTIDO EN JUEGO 061,1719.0,1729.0,1,10.0,20,América,Ferro
922,PARTIDO EN JUEGO 062,1849.0,1856.0,1,7.0,20,América,Ferro
923,PARTIDO EN JUEGO 063,1866.0,1873.0,1,7.0,20,América,Ferro
924,PARTIDO EN JUEGO 064,1879.0,1885.0,1,6.0,20,América,Ferro
925,PARTIDO EN JUEGO 065,1889.0,1916.0,1,27.0,20,América,Ferro
926,PARTIDO EN JUEGO 066,1918.0,1923.0,1,5.0,20,América,Ferro
927,PARTIDO EN JUEGO 067,1930.0,1981.0,1,51.0,20,América,Ferro
928,PARTIDO EN JUEGO 068,2011.0,2024.0,1,13.0,20,América,Ferro
929,PARTIDO EN JUEGO 069,2038.0,2056.0,1,18.0,20,América,Ferro
930,PARTIDO EN JUEGO 070,2063.0,2078.0,1,15.0,20,América,Ferro
931,PARTIDO EN JUEGO 071,2111.0,2121.0,1,10.0,20,América,Ferro
932,PARTIDO EN JUEGO 072,2124.0,2132.0,1,8.0,20,América,Ferro
933,PARTIDO EN JUEGO 073,2140.0,2146.0,1,6.0,20,América,Ferro
934,PARTIDO EN JUEGO 074,2149.0,2174.0,1,25.0,20,América,Ferro
935,PARTIDO EN JUEGO 075,2183.0,2201.0,1,18.0,20,América,Ferro
936,PARTIDO EN JUEGO 076,2215.0,2223.0,1,8.0,20,América,Ferro
937,PARTIDO EN JUEGO 077,2240.0,2255.0,2,15.0,20,América,Ferro
938,PARTIDO EN JUEGO 078,2270.0,2285.0,2,15.0,20,América,Ferro
939,PARTIDO EN JUEGO 079,2289.0,2304.0,2,15.0,20,América,Ferro
940,PARTIDO EN JUEGO 080,2334.0,2346.0,2,12.0,20,América,Ferro
941,PARTIDO EN JUEGO 081,2353.0,2361.0,2,8.0,20,América,Ferro
942,PARTIDO EN JUEGO 082,2386.0,2412.0,2,26.0,20,América,Ferro
943,PARTIDO EN JUEGO 083,2428.0,2464.0,2,36.0,20,América,Ferro
944,PARTIDO EN JUEGO 084,2481.0,2483.0,2,2.0,20,América,Ferro
945,PARTIDO EN JUEGO 085,2491.0,2498.0,2,7.0,20,América,Ferro
946,PARTIDO EN JUEGO 086,2502.0,2521.0,2,19.0,20,América,Ferro
947,PARTIDO EN JUEGO 087,2537.0,2540.0,2,3.0,20,América,Ferro
948,PARTIDO EN JUEGO 088,2544.0,2558.0,2,14.0,20,América,Ferro
949,PARTIDO EN JUEGO 089,2569.0,2585.0,2,16.0,20,América,Ferro
950,PARTIDO EN JUEGO 090,2588.0,2614.0,2,26.0,20,América,Ferro
951,PARTIDO EN JUEGO 091,2622.0,2632.0,2,10.0,20,América,Ferro
952,PARTIDO EN JUEGO 092,2646.0,2651.0,2,5.0,20,América,Ferro
953,PARTIDO EN JUEGO 093,2682.0,2688.0,2,6.0,20,América,Ferro
954,PARTIDO EN JUEGO 094,2693.0,2719.0,2,26.0,20,América,Ferro
955,PARTIDO EN JUEGO 095,2727.0,2734.0,2,7.0,20,América,Ferro
956,PARTIDO EN JUEGO 096,2743.0,2756.0,2,13.0,20,América,Ferro
957,PARTIDO EN JUEGO 097,2764.0,2767.0,2,3.0,20,América,Ferro
958,PARTIDO EN JUEGO 098,2778.0,2781.0,2,3.0,20,América,Ferro
959,PARTIDO EN JUEGO 099,2788.0,2792.0,2,4.0,20,América,Ferro
960,t,2808.0,2840.0,2,32.0,20,América,Ferro
961,PARTIDO EN JUEGO 101,2841.0,2895.0,2,54.0,20,América,Ferro
962,PARTIDO EN JUEGO 102,2913.0,2925.0,2,12.0,20,América,Ferro
963,PARTIDO EN JUEGO 103,2928.0,2945.0,2,17.0,20,América,Ferro
964,PARTIDO EN JUEGO 104,2956.0,2977.0,2,21.0,20,América,Ferro
965,PARTIDO EN JUEGO 105,2997.0,3020.0,2,23.0,20,América,Ferro
966,PARTIDO EN JUEGO 106,3045.0,3051.0,2,6.0,20,América,Ferro
967,PARTIDO EN JUEGO 107,3058.0,3077.0,2,19.0,20,América,Ferro
968,PARTIDO EN JUEGO 108,3080.0,3092.0,2,12.0,20,América,Ferro
969,PARTIDO EN JUEGO 109,3110.0,3132.0,2,22.0,20,América,Ferro
970,PARTIDO EN JUEGO 110,3137.0,3149.0,2,12.0,20,América,Ferro
971,PARTIDO EN JUEGO 111,3156.0,3182.0,2,26.0,20,América,Ferro
972,PARTIDO EN JUEGO 112,3195.0,3213.0,2,18.0,20,América,Ferro
973,PARTIDO EN JUEGO 113,3231.0,3238.0,2,7.0,20,América,Ferro
974,PARTIDO EN JUEGO 114,3249.0,3273.0,2,24.0,20,América,Ferro
975,PARTIDO EN JUEGO 115,3291.0,3298.0,2,7.0,20,América,Ferro
976,PARTIDO EN JUEGO 116,3312.0,3319.0,2,7.0,20,América,Ferro
977,PARTIDO EN JUEGO 117,3327.0,3351.0,2,24.0,20,América,Ferro
978,PARTIDO EN JUEGO 118,3404.0,3412.0,2,8.0,20,América,Ferro
